time,req_id,current_decode_position,memory_freed,running_count_same_position,total_running_count
1716.2721,8909,0,20,14,330
1716.2721,8910,0,20,13,329
1719.4713,8925,0,20,17,329
1719.4713,8926,0,20,16,328
1719.4713,8909,0,20,21,333
1719.4713,8910,0,20,20,332
1719.4713,8923,0,20,19,331
1719.4713,8924,0,20,18,330
1722.6663,8942,0,20,9,329
1722.6663,8943,0,20,8,328
1722.6663,8944,0,20,7,327
1722.6663,8945,0,20,6,326
1722.6663,8946,0,20,5,325
1722.6663,8947,0,20,4,324
1722.6663,8948,0,20,3,323
1722.6663,8949,0,20,2,322
1722.6663,8950,0,20,1,321
1722.6663,8927,1,21,15,320
1722.6663,8928,1,21,14,319
1722.6663,8925,0,20,11,331
1722.6663,8926,0,20,10,330
1722.6663,8909,0,20,15,335
1722.6663,8910,0,20,14,334
1722.6663,8923,0,20,13,333
1722.6663,8924,0,20,12,332
1725.8600,8942,0,20,21,326
1725.8600,8943,0,20,20,325
1725.8600,8944,0,20,19,324
1725.8600,8945,0,20,18,323
1725.8600,8946,0,20,17,322
1725.8600,8947,0,20,16,321
1725.8600,8948,0,20,15,320
1725.8600,8949,0,20,14,319
1725.8600,8950,0,20,13,318
1725.8600,8927,0,20,12,317
1725.8600,8928,0,20,11,316
1725.8600,8925,0,20,23,328
1725.8600,8926,0,20,22,327
1725.8600,8909,0,20,27,332
1725.8600,8910,0,20,26,331
1725.8600,8923,0,20,25,330
1725.8600,8924,0,20,24,329
1729.0521,8942,0,20,33,329
1729.0521,8943,0,20,32,328
1729.0521,8944,0,20,31,327
1729.0521,8945,0,20,30,326
1729.0521,8946,0,20,29,325
1729.0521,8947,0,20,28,324
1729.0521,8948,0,20,27,323
1729.0521,8949,0,20,26,322
1729.0521,8950,0,20,25,321
1729.0521,8927,0,20,24,320
1729.0521,8928,0,20,23,319
1729.0521,8925,0,20,35,331
1729.0521,8926,0,20,34,330
1729.0521,8909,0,20,39,335
1729.0521,8910,0,20,38,334
1729.0521,8923,0,20,37,333
1729.0521,8924,0,20,36,332
1732.2436,8942,0,20,39,335
1732.2436,8943,0,20,38,334
1732.2436,8944,0,20,37,333
1732.2436,8945,0,20,36,332
1732.2436,8946,0,20,35,331
1732.2436,8947,0,20,34,330
1732.2436,8948,0,20,33,329
1732.2436,8949,0,20,32,328
1732.2436,8950,0,20,31,327
1732.2436,8927,0,20,30,326
1732.2436,8928,0,20,29,325
1732.2436,8925,0,20,41,337
1732.2436,8926,0,20,40,336
1732.2436,8909,0,20,45,341
1732.2436,8910,0,20,44,340
1732.2436,8923,0,20,43,339
1732.2436,8924,0,20,42,338
1735.4364,8925,0,20,34,334
1735.4364,8926,0,20,33,333
1735.4364,8909,0,20,38,338
1735.4364,8910,0,20,37,337
1735.4364,8923,0,20,36,336
1735.4364,8924,0,20,35,335
1738.6330,8925,0,20,18,338
1738.6330,8926,0,20,17,337
1738.6330,9032,0,20,16,336
1738.6330,9033,0,20,15,335
1738.6330,9034,0,20,14,334
1738.6330,9035,0,20,13,333
1738.6330,9036,0,20,12,332
1738.6330,9037,0,20,11,331
1738.6330,9038,0,20,10,330
1738.6330,9039,0,20,9,329
1738.6330,9040,0,20,8,328
1738.6330,8909,0,20,22,342
1738.6330,8910,0,20,21,341
1738.6330,8923,0,20,20,340
1738.6330,8924,0,20,19,339
1741.8254,8925,0,20,25,338
1741.8254,8926,0,20,24,337
1741.8254,9032,0,20,23,336
1741.8254,9033,0,20,22,335
1741.8254,9034,0,20,21,334
1741.8254,9035,0,20,20,333
1741.8254,9036,0,20,19,332
1741.8254,9037,0,20,18,331
1741.8254,9038,0,20,17,330
1741.8254,9039,0,20,16,329
1741.8254,9040,0,20,15,328
1741.8254,9048,0,20,14,327
1741.8254,9049,0,20,13,326
1741.8254,8909,0,20,29,342
1741.8254,8910,0,20,28,341
1741.8254,8923,0,20,27,340
1741.8254,8924,0,20,26,339
1745.0194,8925,0,20,33,340
1745.0194,8926,0,20,32,339
1745.0194,9032,0,20,31,338
1745.0194,9033,0,20,30,337
1745.0194,9034,0,20,29,336
1745.0194,9035,0,20,28,335
1745.0194,9036,0,20,27,334
1745.0194,9037,0,20,26,333
1745.0194,9038,0,20,25,332
1745.0194,9039,0,20,24,331
1745.0194,9040,0,20,23,330
1745.0194,9048,0,20,22,329
1745.0194,9049,0,20,21,328
1745.0194,8909,0,20,37,344
1745.0194,8910,0,20,36,343
1745.0194,8923,0,20,35,342
1745.0194,8924,0,20,34,341
1748.2157,8909,0,20,34,338
1748.2157,8910,0,20,33,337
1748.2157,8923,0,20,32,336
1748.2157,8924,0,20,31,335
1751.4165,8909,0,20,22,341
1751.4165,8910,0,20,21,340
1751.4165,8923,0,20,20,339
1751.4165,8924,0,20,19,338
1751.4165,9099,0,20,18,337
1751.4165,9100,0,20,17,336
1751.4165,9101,0,20,16,335
1751.4165,9102,0,20,15,334
1751.4165,9103,0,20,14,333
1757.8103,9126,0,20,16,334
1757.8103,9127,0,20,15,333
1757.8103,9128,0,20,14,332
1757.8103,9129,0,20,13,331
1757.8103,9125,0,20,17,335
1761.0092,9142,0,20,18,331
1761.0092,9126,0,20,22,335
1761.0092,9127,0,20,21,334
1761.0092,9128,0,20,20,333
1761.0092,9129,0,20,19,332
1761.0092,9125,0,20,23,336
1764.2048,9126,0,20,22,335
1764.2048,9127,0,20,21,334
1764.2048,9128,0,20,20,333
1764.2048,9129,0,20,19,332
1764.2048,9125,0,20,23,336
1767.4040,9125,0,20,20,333
1780.0553,9234,0,20,19,330
1780.0553,9232,0,20,21,332
1780.0553,9233,0,20,20,331
1783.2535,9234,0,20,24,340
1783.2535,9253,0,20,23,339
1783.2535,9254,0,20,22,338
1783.2535,9255,0,20,21,337
1783.2535,9256,0,20,20,336
1783.2535,9257,0,20,19,335
1783.2535,9258,0,20,18,334
1783.2535,9259,0,20,17,333
1783.2535,9260,0,20,16,332
1783.2535,9261,0,20,15,331
1783.2535,9262,0,20,14,330
1783.2535,9263,0,20,13,329
1783.2535,9264,0,20,12,328
1783.2535,9265,0,20,11,327
1783.2535,9266,0,20,10,326
1783.2535,9232,0,20,26,342
1783.2535,9233,0,20,25,341
1786.4469,9232,0,20,1,326
1786.4469,9267,1,21,9,325
1786.4469,9268,1,21,8,324
1786.4469,9269,1,21,7,323
1786.4469,9270,1,21,6,322
1786.4469,9271,1,21,5,321
1786.4469,9272,1,21,4,320
1786.4469,9273,1,21,3,319
1786.4469,9274,1,21,2,318
1786.4469,9275,1,21,1,317
1786.4469,9235,2,22,18,316
1786.4469,9236,2,22,17,315
1786.4469,9237,2,22,16,314
1786.4469,9238,2,22,15,313
1786.4469,9239,2,22,14,312
1789.6442,9232,0,20,20,321
1789.6442,9267,0,20,19,320
1789.6442,9268,0,20,18,319
1789.6442,9269,0,20,17,318
1789.6442,9270,0,20,16,317
1789.6442,9271,0,20,15,316
1789.6442,9272,0,20,14,315
1789.6442,9273,0,20,13,314
1789.6442,9274,0,20,12,313
1789.6442,9275,0,20,11,312
1789.6442,9235,0,20,10,311
1789.6442,9236,0,20,9,310
1789.6442,9237,0,20,8,309
1789.6442,9238,0,20,7,308
1789.6442,9239,0,20,6,307
1789.6442,9233,0,20,5,306
1792.8366,9232,0,20,45,328
1792.8366,9267,0,20,44,327
1792.8366,9268,0,20,43,326
1792.8366,9269,0,20,42,325
1792.8366,9270,0,20,41,324
1792.8366,9271,0,20,40,323
1792.8366,9272,0,20,39,322
1792.8366,9273,0,20,38,321
1792.8366,9274,0,20,37,320
1792.8366,9275,0,20,36,319
1792.8366,9235,0,20,35,318
1792.8366,9236,0,20,34,317
1792.8366,9237,0,20,33,316
1792.8366,9238,0,20,32,315
1792.8366,9239,0,20,31,314
1792.8366,9233,0,20,30,313
1796.0329,9232,0,20,57,341
1796.0329,9267,0,20,56,340
1796.0329,9268,0,20,55,339
1796.0329,9269,0,20,54,338
1796.0329,9270,0,20,53,337
1796.0329,9271,0,20,52,336
1796.0329,9272,0,20,51,335
1796.0329,9273,0,20,50,334
1796.0329,9274,0,20,49,333
1796.0329,9275,0,20,48,332
1796.0329,9235,0,20,47,331
1796.0329,9236,0,20,46,330
1796.0329,9237,0,20,45,329
1796.0329,9238,0,20,44,328
1796.0329,9239,0,20,43,327
1796.0329,9233,0,20,42,326
1796.0329,9294,0,20,41,325
1802.3336,9354,0,20,14,332
1802.3336,9355,0,20,13,331
1802.3336,9351,0,20,17,335
1802.3336,9352,0,20,16,334
1802.3336,9353,0,20,15,333
1805.5296,9354,0,20,20,338
1805.5296,9355,0,20,19,337
1805.5296,9368,0,20,18,336
1805.5296,9369,0,20,17,335
1805.5296,9370,0,20,16,334
1805.5296,9371,0,20,15,333
1805.5296,9372,0,20,14,332
1805.5296,9373,0,20,13,331
1805.5296,9374,0,20,12,330
1805.5296,9375,0,20,11,329
1805.5296,9376,0,20,10,328
1805.5296,9377,0,20,9,327
1805.5296,9351,0,20,23,341
1805.5296,9352,0,20,22,340
1805.5296,9353,0,20,21,339
1808.7274,9351,0,20,27,333
1808.7274,9352,0,20,26,332
1808.7274,9353,0,20,25,331
1837.2351,9536,0,20,19,338
1837.2351,9537,0,20,18,337
1837.2351,9538,0,20,17,336
1837.2351,9539,0,20,16,335
