time,batch_id,event,req_id,decode_position,memory_change,gpu_memory_after
11.2130,186,completion,48,0,0,256
11.2130,186,completion,49,0,0,256
11.2130,186,arrival,60,0,0,256
11.3011,187,arrival,61,0,0,286
11.6195,190,arrival,62,0,0,341
11.7355,191,completion,50,0,0,333
11.7355,191,arrival,63,0,0,333
11.8489,192,completion,51,0,0,325
11.8489,192,arrival,64,0,0,325
11.9597,193,arrival,65,0,0,357
11.9597,193,arrival,66,0,0,357
12.3639,196,completion,52,0,0,400
12.3639,196,arrival,67,0,0,400
12.3639,196,arrival,68,0,0,400
12.8113,199,completion,53,0,0,446
12.9618,200,completion,54,0,0,421
13.2507,202,arrival,69,0,0,449
13.4019,203,arrival,70,0,0,483
13.5642,204,arrival,71,0,0,518
13.5642,204,arrival,72,0,0,518
13.7381,205,completion,55,0,0,414
13.7381,205,completion,56,0,0,414
13.7381,205,completion,57,0,0,414
13.7381,205,completion,58,0,0,414
13.8781,206,completion,59,0,0,388
13.8781,206,arrival,73,0,0,388
14.0094,207,completion,60,0,0,381
14.1385,208,completion,61,0,0,354
14.1385,208,arrival,74,0,0,354
14.3893,210,arrival,75,0,0,399
14.5241,211,completion,62,0,0,392
14.6567,212,completion,63,0,0,365
14.6567,212,arrival,76,0,0,365
14.6567,212,arrival,77,0,0,365
14.7804,213,completion,64,0,0,377
14.7804,213,arrival,78,0,0,377
14.7804,213,arrival,79,0,0,377
14.9082,214,completion,65,0,0,350
14.9082,214,completion,66,0,0,350
15.1506,216,arrival,80,0,0,376
15.2781,217,completion,67,0,0,329
15.2781,217,completion,68,0,0,329
15.2781,217,arrival,81,0,0,329
15.3902,218,arrival,82,0,0,361
15.3902,218,arrival,83,0,0,361
15.5129,219,arrival,84,0,0,414
15.5129,219,arrival,85,0,0,414
15.8117,221,arrival,86,0,0,486
15.9757,222,arrival,87,0,0,523
16.1518,223,completion,69,0,0,521
16.3273,224,completion,70,0,0,499
16.4954,225,completion,71,0,0,436
16.4954,225,completion,72,0,0,436
16.4954,225,arrival,88,0,0,436
16.6427,226,arrival,89,0,0,471
16.6427,226,arrival,90,0,0,471
16.8016,227,completion,73,0,0,487
16.8016,227,arrival,91,0,0,487
17.1423,229,completion,74,0,0,502
17.1423,229,arrival,92,0,0,502
17.3114,230,arrival,93,0,0,539
17.4926,231,completion,75,0,0,537
17.6732,232,arrival,94,0,0,555
17.6732,232,arrival,95,0,0,555
17.8596,233,completion,76,0,0,533
17.8596,233,completion,77,0,0,533
17.8596,233,arrival,96,0,0,533
18.0389,234,completion,78,0,0,491
18.0389,234,completion,79,0,0,491
18.0389,234,arrival,97,0,0,491
18.0389,234,arrival,98,0,0,491
18.0389,234,arrival,99,0,0,491
18.0389,234,arrival,100,0,0,491
18.2044,235,arrival,101,0,0,588
18.4023,236,arrival,102,0,0,629
18.4023,236,arrival,103,0,0,629
18.6136,237,completion,80,0,0,651
18.8323,238,completion,81,0,0,634
18.8323,238,arrival,104,0,0,634
19.0452,239,completion,82,0,0,596
19.0452,239,completion,83,0,0,596
19.0452,239,arrival,105,0,0,596
19.0452,239,arrival,106,0,0,596
19.2457,240,completion,84,0,0,577
19.2457,240,completion,85,0,0,577
19.4400,241,arrival,107,0,0,598
19.4400,241,arrival,108,0,0,598
19.4400,241,arrival,109,0,0,598
19.4400,241,arrival,110,0,0,598
19.4400,241,arrival,111,0,0,598
19.6411,242,completion,86,0,0,679
19.8694,243,completion,87,0,0,664
20.0926,244,arrival,112,0,0,688
20.3234,245,arrival,113,0,0,732
20.5686,246,completion,88,0,0,737
20.5686,246,arrival,114,0,0,737
20.8155,247,completion,89,0,0,702
20.8155,247,completion,90,0,0,702
21.0508,248,completion,91,0,0,686
21.0508,248,arrival,115,0,0,686
21.2807,249,arrival,116,0,0,729
21.2807,249,arrival,117,0,0,729
21.5246,250,completion,92,0,0,753
21.7766,251,completion,93,0,0,738
21.7766,251,arrival,118,0,0,738
22.0234,252,arrival,119,0,0,782
22.2847,253,completion,94,0,0,747
22.2847,253,completion,95,0,0,747
22.2847,253,arrival,120,0,0,747
22.5344,254,completion,96,0,0,751
22.7854,255,completion,97,0,0,615
22.7854,255,completion,98,0,0,615
22.7854,255,completion,99,0,0,615
22.7854,255,completion,100,0,0,615
22.7854,255,arrival,121,0,0,615
22.7854,255,arrival,122,0,0,615
22.7854,255,arrival,123,0,0,615
22.7854,255,arrival,124,0,0,615
22.9916,256,completion,101,0,0,675
22.9916,256,arrival,125,0,0,675
23.2180,257,completion,102,0,0,638
23.2180,257,completion,103,0,0,638
23.2180,257,arrival,126,0,0,638
23.6601,259,completion,104,0,0,663
23.6601,259,arrival,127,0,0,663
23.6601,259,arrival,128,0,0,663
23.8823,260,completion,105,0,0,645
23.8823,260,completion,106,0,0,645
23.8823,260,arrival,129,0,0,645
23.8823,260,arrival,130,0,0,645
23.8823,260,arrival,131,0,0,645
24.0988,261,arrival,132,0,0,727
24.0988,261,arrival,133,0,0,727
24.3424,262,completion,107,0,0,592
24.3424,262,completion,108,0,0,592
24.3424,262,completion,109,0,0,592
24.3424,262,completion,110,0,0,592
24.3424,262,completion,111,0,0,592
24.5419,263,arrival,134,0,0,614
24.7484,264,arrival,135,0,0,656
24.7484,264,arrival,136,0,0,656
24.9687,265,completion,112,0,0,679
25.1966,266,completion,113,0,0,663
25.1966,266,arrival,137,0,0,663
25.1966,266,arrival,138,0,0,663
25.4192,267,completion,114,0,0,686
25.8872,269,completion,115,0,0,694
25.8872,269,arrival,139,0,0,694
26.1197,270,completion,116,0,0,657
26.1197,270,completion,117,0,0,657
26.5673,272,completion,118,0,0,661
26.5673,272,arrival,140,0,0,661
26.5673,272,arrival,141,0,0,661
26.7885,273,completion,119,0,0,682
26.7885,273,arrival,142,0,0,682
26.7885,273,arrival,143,0,0,682
26.7885,273,arrival,144,0,0,682
26.7885,273,arrival,145,0,0,682
27.0168,274,completion,120,0,0,744
27.0168,274,arrival,146,0,0,744
27.2659,275,arrival,147,0,0,789
27.2659,275,arrival,148,0,0,789
27.2659,275,arrival,149,0,0,789
27.5297,276,completion,121,0,0,715
27.5297,276,completion,122,0,0,715
27.5297,276,completion,123,0,0,715
27.5297,276,completion,124,0,0,715
27.7695,277,completion,125,0,0,700
27.7695,277,arrival,150,0,0,700
27.7695,277,arrival,151,0,0,700
27.7695,277,arrival,152,0,0,700
28.0042,278,completion,126,0,0,744
28.0042,278,arrival,153,0,0,744
28.5180,280,completion,127,0,0,737
28.5180,280,completion,128,0,0,737
28.7648,281,completion,129,0,0,642
28.7648,281,completion,130,0,0,642
28.7648,281,completion,131,0,0,642
28.7648,281,arrival,154,0,0,642
28.7648,281,arrival,155,0,0,642
28.9803,282,completion,132,0,0,624
28.9803,282,completion,133,0,0,624
28.9803,282,arrival,156,0,0,624
29.4135,284,completion,134,0,0,649
29.4135,284,arrival,157,0,0,649
29.4135,284,arrival,158,0,0,649
29.6312,285,completion,135,0,0,631
29.6312,285,completion,136,0,0,631
29.6312,285,arrival,159,0,0,631
29.6312,285,arrival,160,0,0,631
29.8432,286,arrival,161,0,0,693
30.0756,287,completion,137,0,0,657
30.0756,287,completion,138,0,0,657
30.0756,287,arrival,162,0,0,657
30.2962,288,arrival,163,0,0,700
30.2962,288,arrival,164,0,0,700
30.7867,290,completion,139,0,0,750
30.7867,290,arrival,165,0,0,750
30.7867,290,arrival,166,0,0,750
30.7867,290,arrival,167,0,0,750
30.7867,290,arrival,168,0,0,750
31.0377,291,arrival,169,0,0,855
31.3236,292,arrival,170,0,0,904
31.3236,292,arrival,171,0,0,904
31.3236,292,arrival,172,0,0,904
31.3236,292,arrival,173,0,0,904
31.6255,293,completion,140,0,0,934
31.6255,293,completion,141,0,0,934
31.6255,293,arrival,174,0,0,934
31.6255,293,arrival,175,0,0,934
31.9376,294,completion,142,0,0,846
31.9376,294,completion,143,0,0,846
31.9376,294,completion,144,0,0,846
31.9376,294,completion,145,0,0,846
31.9376,294,arrival,176,0,0,846
31.9376,294,arrival,177,0,0,846
32.2209,295,completion,146,0,0,876
32.5142,296,completion,147,0,0,787
32.5142,296,completion,148,0,0,787
32.5142,296,completion,149,0,0,787
32.5142,296,arrival,178,0,0,787
32.5142,296,arrival,179,0,0,787
32.5142,296,arrival,180,0,0,787
32.5142,296,arrival,181,0,0,787
33.0776,298,completion,150,0,0,807
33.0776,298,completion,151,0,0,807
33.0776,298,completion,152,0,0,807
33.0776,298,arrival,182,0,0,807
33.3481,299,completion,153,0,0,816
33.6215,300,arrival,183,0,0,845
33.6215,300,arrival,184,0,0,845
33.9042,301,arrival,185,0,0,914
34.2096,302,completion,154,0,0,885
34.2096,302,completion,155,0,0,885
34.2096,302,arrival,186,0,0,885
34.2096,302,arrival,187,0,0,885
34.5054,303,completion,156,0,0,915
34.5054,303,arrival,188,0,0,915
34.5054,303,arrival,189,0,0,915
34.5054,303,arrival,190,0,0,915
35.1469,305,completion,157,0,0,960
35.1469,305,completion,158,0,0,960
35.1469,305,arrival,191,0,0,960
35.4674,306,completion,159,0,0,932
35.4674,306,completion,160,0,0,932
35.4674,306,arrival,192,0,0,932
35.7785,307,completion,161,0,0,943
35.7785,307,arrival,193,0,0,943
35.7785,307,arrival,194,0,0,943
35.7785,307,arrival,195,0,0,943
36.0932,308,completion,162,0,0,994
36.0932,308,arrival,196,0,0,994
36.4248,309,completion,163,0,0,967
36.4248,309,completion,164,0,0,967
36.4248,309,arrival,197,0,0,967
37.0872,311,completion,165,0,0,892
37.0872,311,completion,166,0,0,892
37.0872,311,completion,167,0,0,892
37.0872,311,completion,168,0,0,892
37.0872,311,arrival,198,0,0,892
37.0872,311,arrival,199,0,0,892
37.3849,312,completion,169,0,0,921
37.3849,312,arrival,200,0,0,921
37.3849,312,arrival,201,0,0,921
37.3849,312,arrival,202,0,0,921
37.6922,313,completion,170,0,0,851
37.6922,313,completion,171,0,0,851
37.6922,313,completion,172,0,0,851
37.6922,313,completion,173,0,0,851
37.9768,314,completion,174,0,0,800
37.9768,314,completion,175,0,0,800
37.9768,314,arrival,203,0,0,800
37.9768,314,arrival,204,0,0,800
37.9768,314,arrival,205,0,0,800
38.2444,315,completion,176,0,0,807
38.2444,315,completion,177,0,0,807
38.2444,315,arrival,206,0,0,807
38.2444,315,arrival,207,0,0,807
38.2444,315,arrival,208,0,0,807
38.2444,315,arrival,209,0,0,807
38.5146,316,arrival,210,0,0,915
38.8207,317,completion,178,0,0,807
38.8207,317,completion,179,0,0,807
38.8207,317,completion,180,0,0,807
38.8207,317,completion,181,0,0,807
38.8207,317,arrival,211,0,0,807
39.0912,318,arrival,212,0,0,856
39.0912,318,arrival,213,0,0,856
39.3777,319,completion,182,0,0,886
39.3777,319,arrival,214,0,0,886
39.3777,319,arrival,215,0,0,886
39.3777,319,arrival,216,0,0,886
39.6742,320,arrival,217,0,0,977
40.0007,321,completion,183,0,0,951
40.0007,321,completion,184,0,0,951
40.0007,321,arrival,218,0,0,951
40.3186,322,completion,185,0,0,964
40.3186,322,arrival,219,0,0,964
40.3186,322,arrival,220,0,0,964
40.6406,323,completion,186,0,0,957
40.6406,323,completion,187,0,0,957
40.6406,323,arrival,221,0,0,957
40.6406,323,arrival,222,0,0,957
40.6406,323,arrival,223,0,0,957
40.9604,324,completion,188,0,0,930
40.9604,324,completion,189,0,0,930
40.9604,324,completion,190,0,0,930
40.9604,324,arrival,224,0,0,930
40.9604,324,arrival,225,0,0,930
41.6067,326,completion,191,0,0,998
41.6067,326,arrival,226,0,0,998
41.6067,326,arrival,227,0,0,998
41.9400,327,completion,192,0,0,1032
42.2844,328,completion,193,0,0,947
42.2844,328,completion,194,0,0,947
42.2844,328,completion,195,0,0,947
42.2844,328,arrival,228,0,0,947
42.2844,328,arrival,229,0,0,947
42.6007,329,completion,196,0,0,979
42.6007,329,arrival,230,0,0,979
42.6007,329,arrival,231,0,0,979
42.9275,330,completion,197,0,0,1012
42.9275,330,arrival,232,0,0,1012
42.9275,330,arrival,233,0,0,1012
42.9275,330,arrival,234,0,0,1012
43.2652,331,arrival,235,0,0,1106
43.2652,331,arrival,236,0,0,1106
43.2652,331,arrival,237,0,0,1106
43.6340,332,completion,198,0,0,1123
43.6340,332,completion,199,0,0,1123
43.6340,332,arrival,238,0,0,1123
43.6340,332,arrival,239,0,0,1123
44.0085,333,completion,200,0,0,1081
44.0085,333,completion,201,0,0,1081
44.0085,333,completion,202,0,0,1081
44.3693,334,arrival,240,0,0,1118
44.7419,335,completion,203,0,0,1055
44.7419,335,completion,204,0,0,1055
44.7419,335,completion,205,0,0,1055
44.7419,335,arrival,241,0,0,1055
45.0937,336,completion,206,0,0,950
45.0937,336,completion,207,0,0,950
45.0937,336,completion,208,0,0,950
45.0937,336,completion,209,0,0,950
45.4109,337,completion,210,0,0,942
45.4109,337,arrival,242,0,0,942
45.4109,337,arrival,243,0,0,942
45.4109,337,arrival,244,0,0,942
45.7253,338,completion,211,0,0,993
46.0566,339,completion,212,0,0,946
46.0566,339,completion,213,0,0,946
46.0566,339,arrival,245,0,0,946
46.0566,339,arrival,246,0,0,946
46.3722,340,completion,214,0,0,897
46.3722,340,completion,215,0,0,897
46.3722,340,completion,216,0,0,897
46.6719,341,completion,217,0,0,887
46.6719,341,arrival,247,0,0,887
46.9680,342,completion,218,0,0,896
47.2670,343,completion,219,0,0,845
47.2670,343,completion,220,0,0,845
47.2670,343,arrival,248,0,0,845
47.5490,344,completion,221,0,0,772
47.5490,344,completion,222,0,0,772
47.5490,344,completion,223,0,0,772
47.5490,344,arrival,249,0,0,772
47.8071,345,completion,224,0,0,737
47.8071,345,completion,225,0,0,737
47.8071,345,arrival,250,0,0,737
47.8071,345,arrival,251,0,0,737
48.3212,347,completion,226,0,0,747
48.3212,347,completion,227,0,0,747
48.3212,347,arrival,252,0,0,747
48.3212,347,arrival,253,0,0,747
48.3212,347,arrival,254,0,0,747
48.5710,348,arrival,255,0,0,831
48.8485,349,completion,228,0,0,798
48.8485,349,completion,229,0,0,798
49.1152,350,completion,230,0,0,744
49.1152,350,completion,231,0,0,744
49.1152,350,arrival,256,0,0,744
49.3640,351,completion,232,0,0,668
49.3640,351,completion,233,0,0,668
49.3640,351,completion,234,0,0,668
49.3640,351,arrival,257,0,0,668
49.3640,351,arrival,258,0,0,668
49.3640,351,arrival,259,0,0,668
49.5878,352,completion,235,0,0,630
49.5878,352,completion,236,0,0,630
49.5878,352,completion,237,0,0,630
49.5878,352,arrival,260,0,0,630
49.7994,353,completion,238,0,0,592
49.7994,353,completion,239,0,0,592
50.2044,355,completion,240,0,0,594
50.4039,356,completion,241,0,0,574
50.4039,356,arrival,261,0,0,574
50.5967,357,arrival,262,0,0,613
50.5967,357,arrival,263,0,0,613
50.8022,358,completion,242,0,0,553
50.8022,358,completion,243,0,0,553
50.8022,358,completion,244,0,0,553
50.9883,359,arrival,264,0,0,572
51.1804,360,completion,245,0,0,531
51.1804,360,completion,246,0,0,531
51.3591,361,arrival,265,0,0,549
51.5435,362,completion,247,0,0,547
51.5435,362,arrival,266,0,0,547
51.7273,363,arrival,267,0,0,585
51.9236,364,completion,248,0,0,584
51.9236,364,arrival,268,0,0,584
51.9236,364,arrival,269,0,0,584
52.1196,365,completion,249,0,0,603
52.3219,366,completion,250,0,0,543
52.3219,366,completion,251,0,0,543
52.3219,366,arrival,270,0,0,543
52.6994,368,completion,252,0,0,480
52.6994,368,completion,253,0,0,480
52.6994,368,completion,254,0,0,480
52.6994,368,arrival,271,0,0,480
52.8612,369,completion,255,0,0,476
53.0216,370,arrival,272,0,0,492
53.1872,371,completion,256,0,0,488
53.3514,372,completion,257,0,0,384
53.3514,372,completion,258,0,0,384
53.3514,372,completion,259,0,0,384
53.4815,373,completion,260,0,0,357
53.4815,373,arrival,273,0,0,357
53.6026,374,arrival,274,0,0,389
53.7342,375,arrival,275,0,0,422
54.0304,377,completion,261,0,0,431
54.0304,377,arrival,276,0,0,431
54.1758,378,completion,262,0,0,385
54.1758,378,completion,263,0,0,385
54.3062,379,arrival,277,0,0,398
54.4407,380,completion,264,0,0,391
54.4407,380,arrival,278,0,0,391
54.7162,382,completion,265,0,0,398
54.8507,383,completion,266,0,0,371
54.8507,383,arrival,279,0,0,371
54.9762,384,completion,267,0,0,363
55.0992,385,completion,268,0,0,295
55.0992,385,completion,269,0,0,295
55.1998,386,arrival,280,0,0,305
55.3036,387,completion,270,0,0,295
55.3036,387,arrival,281,0,0,295
55.4042,388,arrival,282,0,0,325
55.4042,388,arrival,283,0,0,325
55.5148,389,completion,271,0,0,336
55.6291,390,arrival,284,0,0,348
55.6291,390,arrival,285,0,0,348
55.7473,391,completion,272,0,0,360
55.7473,391,arrival,286,0,0,360
55.8697,392,arrival,287,0,0,393
56.0029,393,arrival,288,0,0,427
56.1474,394,completion,273,0,0,422
56.1474,394,arrival,289,0,0,422
56.1474,394,arrival,290,0,0,422
56.1474,394,arrival,291,0,0,422
56.2902,395,completion,274,0,0,457
56.4449,396,completion,275,0,0,434
56.4449,396,arrival,292,0,0,434
56.5919,397,arrival,293,0,0,470
56.5919,397,arrival,294,0,0,470
56.7507,398,completion,276,0,0,487
56.7507,398,arrival,295,0,0,487
57.0924,400,completion,277,0,0,504
57.0924,400,arrival,296,0,0,504
57.0924,400,arrival,297,0,0,504
57.2624,401,completion,278,0,0,522
57.2624,401,arrival,298,0,0,522
57.2624,401,arrival,299,0,0,522
57.2624,401,arrival,300,0,0,522
57.4386,402,arrival,301,0,0,601
57.6409,403,arrival,302,0,0,643
57.8570,404,completion,279,0,0,646
57.8570,404,arrival,303,0,0,646
58.0741,405,arrival,304,0,0,689
58.5508,407,completion,280,0,0,718
58.7913,408,completion,281,0,0,702
58.7913,408,arrival,305,0,0,702
59.0263,409,completion,282,0,0,665
59.0263,409,completion,283,0,0,665
59.0263,409,arrival,306,0,0,665
59.0263,409,arrival,307,0,0,665
59.2491,410,arrival,308,0,0,727
59.4924,411,completion,284,0,0,691
59.4924,411,completion,285,0,0,691
59.4924,411,arrival,309,0,0,691
59.4924,411,arrival,310,0,0,691
59.4924,411,arrival,311,0,0,691
59.4924,411,arrival,312,0,0,691
59.7239,412,completion,286,0,0,754
59.9765,413,completion,287,0,0,740
60.2243,414,completion,288,0,0,725
60.2243,414,arrival,313,0,0,725
60.4670,415,completion,289,0,0,649
60.4670,415,completion,290,0,0,649
60.4670,415,completion,291,0,0,649
60.4670,415,arrival,314,0,0,649
60.6847,416,arrival,315,0,0,691
60.9162,417,completion,292,0,0,694
60.9162,417,arrival,316,0,0,694
60.9162,417,arrival,317,0,0,694
60.9162,417,arrival,318,0,0,694
60.9162,417,arrival,319,0,0,694
61.1486,418,completion,293,0,0,717
61.1486,418,completion,294,0,0,717
61.1486,418,arrival,320,0,0,717
61.3891,419,completion,295,0,0,722
61.3891,419,arrival,321,0,0,722
61.6311,420,arrival,322,0,0,767
61.6311,420,arrival,323,0,0,767
61.8879,421,completion,296,0,0,753
61.8879,421,completion,297,0,0,753
62.1402,422,completion,298,0,0,659
62.1402,422,completion,299,0,0,659
62.1402,422,completion,300,0,0,659
62.3614,423,completion,301,0,0,642
62.3614,423,arrival,324,0,0,642
62.5769,424,completion,302,0,0,644
62.5769,424,arrival,325,0,0,644
62.7930,425,completion,303,0,0,646
62.7930,425,arrival,326,0,0,646
63.0098,426,completion,304,0,0,648
63.0098,426,arrival,327,0,0,648
63.0098,426,arrival,328,0,0,648
63.0098,426,arrival,329,0,0,648
63.2272,427,arrival,330,0,0,730
63.4718,428,arrival,331,0,0,775
63.4718,428,arrival,332,0,0,775
63.4718,428,arrival,333,0,0,775
63.4718,428,arrival,334,0,0,775
63.4718,428,arrival,335,0,0,775
63.7311,429,completion,305,0,0,861
64.0192,430,completion,306,0,0,811
64.0192,430,completion,307,0,0,811
64.0192,430,arrival,336,0,0,811
64.0192,430,arrival,337,0,0,811
64.2907,431,completion,308,0,0,839
64.2907,431,arrival,338,0,0,839
64.2907,431,arrival,339,0,0,839
64.2907,431,arrival,340,0,0,839
64.5714,432,completion,309,0,0,768
64.5714,432,completion,310,0,0,768
64.5714,432,completion,311,0,0,768
64.5714,432,completion,312,0,0,768
64.5714,432,arrival,341,0,0,768
64.5714,432,arrival,342,0,0,768
64.5714,432,arrival,343,0,0,768
64.8292,433,arrival,344,0,0,856
64.8292,433,arrival,345,0,0,856
65.1160,434,arrival,346,0,0,927
65.1160,434,arrival,347,0,0,927
65.4262,435,completion,313,0,0,960
65.4262,435,arrival,348,0,0,960
65.4262,435,arrival,349,0,0,960
65.7473,436,completion,314,0,0,994
65.7473,436,arrival,350,0,0,994
66.0796,437,completion,315,0,0,1009
66.0796,437,arrival,351,0,0,1009
66.0796,437,arrival,352,0,0,1009
66.4166,438,completion,316,0,0,924
66.4166,438,completion,317,0,0,924
66.4166,438,completion,318,0,0,924
66.4166,438,completion,319,0,0,924
66.4166,438,arrival,353,0,0,924
66.4166,438,arrival,354,0,0,924
66.4166,438,arrival,355,0,0,924
66.4166,438,arrival,356,0,0,924
66.7259,439,completion,320,0,0,997
66.7259,439,arrival,357,0,0,997
67.0594,440,completion,321,0,0,1013
67.0594,440,arrival,358,0,0,1013
67.3981,441,completion,322,0,0,989
67.3981,441,completion,323,0,0,989
67.3981,441,arrival,359,0,0,989
67.3981,441,arrival,360,0,0,989
67.7288,442,arrival,361,0,0,1064
67.7288,442,arrival,362,0,0,1064
68.0841,443,arrival,363,0,0,1141
68.4647,444,completion,324,0,0,1160
68.4647,444,arrival,364,0,0,1160
68.4647,444,arrival,365,0,0,1160
68.8514,445,completion,325,0,0,1199
69.2509,446,completion,326,0,0,1199
69.2509,446,arrival,366,0,0,1199
69.6500,447,completion,327,0,0,1138
69.6500,447,completion,328,0,0,1138
69.6500,447,completion,329,0,0,1138
69.6500,447,arrival,367,0,0,1138
69.6500,447,arrival,368,0,0,1138
69.6500,447,arrival,369,0,0,1138
69.6500,447,arrival,370,0,0,1138
69.6500,447,arrival,371,0,0,1138
69.6500,447,arrival,372,0,0,1138
70.0290,448,completion,330,0,0,1255
70.0290,448,arrival,373,0,0,1255
70.0290,448,arrival,374,0,0,1255
70.0290,448,arrival,375,0,0,1255
70.4471,449,completion,331,0,0,1157
70.4471,449,completion,332,0,0,1157
70.4471,449,completion,333,0,0,1157
70.4471,449,completion,334,0,0,1157
70.4471,449,completion,335,0,0,1157
70.4471,449,arrival,376,0,0,1157
70.4471,449,arrival,377,0,0,1157
70.8331,450,arrival,378,0,0,1237
70.8331,450,arrival,379,0,0,1237
70.8331,450,arrival,380,0,0,1237
71.2454,451,completion,336,0,0,1259
71.2454,451,completion,337,0,0,1259
71.2454,451,arrival,381,0,0,1259
71.2454,451,arrival,382,0,0,1259
71.6650,452,completion,338,0,0,1222
71.6650,452,completion,339,0,0,1222
71.6650,452,completion,340,0,0,1222
71.6650,452,arrival,383,0,0,1222
72.0725,453,completion,341,0,0,1164
72.0725,453,completion,342,0,0,1164
72.0725,453,completion,343,0,0,1164
72.0725,453,arrival,384,0,0,1164
72.4608,454,completion,344,0,0,1144
72.4608,454,completion,345,0,0,1144
72.4608,454,arrival,385,0,0,1144
72.4608,454,arrival,386,0,0,1144
72.4608,454,arrival,387,0,0,1144
72.8424,455,completion,346,0,0,1163
72.8424,455,completion,347,0,0,1163
72.8424,455,arrival,388,0,0,1163
73.2303,456,completion,348,0,0,1143
73.2303,456,completion,349,0,0,1143
73.2303,456,arrival,389,0,0,1143
73.6116,457,completion,350,0,0,1162
73.9989,458,completion,351,0,0,1121
73.9989,458,completion,352,0,0,1121
73.9989,458,arrival,390,0,0,1121
73.9989,458,arrival,391,0,0,1121
73.9989,458,arrival,392,0,0,1121
74.3724,459,completion,353,0,0,1058
